feature1,feature2
184.0,879.0068834278097
185.0,1253.9834496335532
186.0,1342.3157452768116
187.0,1480.5806888149666
188.0,1615.730272761176
189.0,2030.6869733487492
190.0,907.7801845652783
191.0,1836.6018691724003
192.0,1835.090238736259
193.0,853.9893484377246
194.0,1406.4841731854342
195.0,2922.789361980016
196.0,1276.9023900760644
197.0,1613.5060931439589
198.0,1872.4837890877548
199.0,1537.4700327873302
200.0,1182.5326849447
201.0,2077.8462725600475
202.0,1741.2758825433586
203.0,2156.782201739545
204.0,1538.576153188846
205.0,1956.8618558275468
206.0,1557.46557506243
207.0,2187.1666561957813
208.0,2070.957765083377
209.0,1732.7438501736654
210.0,1889.3417695744054
211.0,1323.6792191754994
212.0,1381.1499543169007
213.0,2153.094656182093
214.0,2133.251911781486
215.0,1206.9702642201967
216.0,1618.0230590657113
217.0,2144.3382504909096
218.0,2156.4487191426906
219.0,2372.017007174206
220.0,1714.4222693170364
221.0,715.9088662538045
222.0,1938.7309914606426
223.0,2110.4338532041616
224.0,1776.473581230795
225.0,2877.4527943470907
226.0,2176.2735392677873
227.0,2175.6522475770407
228.0,2109.7758902800288
229.0,1660.2020868502846
230.0,1718.5895466471297
231.0,2756.913251741411
232.0,2034.9229571304963
233.0,2045.697303177897
234.0,1618.2547996060014
235.0,1896.2503375994575
236.0,1573.6913838776404
237.0,2942.2453255079613
238.0,1657.5224913507357
239.0,996.0485362029362
240.0,1947.66550378645
241.0,1071.104759406736
242.0,2275.7264197486093
243.0,2888.2261682795483
244.0,2422.070121106762
245.0,2403.438680555277
246.0,1681.8053086800855
247.0,2071.8217846262755
248.0,1614.0887447908535
249.0,2822.9625491103798
250.0,2006.2627758083001
251.0,2061.9744900577584
252.0,2349.112973818964
253.0,2396.3442172828363
254.0,2337.524414840785
255.0,3288.909131713185
256.0,2474.3312306565012
257.0,1713.8451711889936
258.0,2145.9067037201053
259.0,3394.3899227972593
260.0,1773.0377311009931
261.0,2806.9165870775373
262.0,2475.9744963234893
263.0,1907.0420059760763
264.0,2642.696765533061
265.0,2191.0577037491194
266.0,2307.8296373405815
267.0,3521.8057441512287
268.0,1804.6153124892946
269.0,895.0536746590587
270.0,2284.5232705389467
271.0,1552.4076569485533
272.0,1844.9700166111318
273.0,3216.791946886591
274.0,2136.578609584911
275.0,2459.5666607908124
276.0,2247.29182138713
277.0,2499.8692168174944
278.0,2609.3100347352515
279.0,2820.145579401807
280.0,1926.5404436740246
281.0,816.3036157352876
282.0,2446.8414403498714
283.0,1308.7214325357324
284.0,2837.879933741461
285.0,3579.967766739674
286.0,2397.8297927538374
287.0,3434.0668152285934
288.0,1956.78134664079
289.0,1053.8498948174793
290.0,2114.3989028893334
291.0,3790.765075941955
292.0,2447.4968809644006
293.0,1539.8482740019022
294.0,2759.1192236856555
295.0,2548.823221237535
296.0,2687.198369046743
297.0,3904.4301916792083
298.0,2933.7520825287256
299.0,2907.2143417409593
300.0,3001.136272019774
301.0,3739.05680636669
302.0,2141.310175005209
303.0,3309.2783425817156
304.0,3040.6590799222104
305.0,3006.782970903045
306.0,2850.161190766098
307.0,3008.3865035779486
308.0,2959.174680345818
309.0,3266.8187412338248
310.0,2760.8136880386373
311.0,1441.7586028566616
312.0,2245.817661882737
313.0,1910.3960358582144
314.0,2281.006654508355
315.0,3458.9909194949364
316.0,2650.8812959473416
317.0,2073.24664859102
318.0,3083.78861743497
319.0,3297.4669945191044
320.0,2878.268979126802
321.0,3893.363427522832
322.0,2916.9475617528483
323.0,2735.5540067190664
324.0,2291.421758256995
325.0,2568.939075219409
326.0,2890.996789329067
327.0,3948.9196951423824
328.0,2870.028097430117
329.0,3493.57636124872
330.0,2744.434599009128
331.0,2311.6195886833525
332.0,2334.2568995934494
333.0,3718.493747211322
334.0,2463.8075217218666
335.0,3355.0869266411823
336.0,3154.7843531346284
337.0,2982.6893373703065
338.0,2453.633777315608
339.0,3909.5104706766906
340.0,2826.9548232429515
341.0,3952.813519256332
342.0,2440.491347052135
343.0,4189.3206314347
344.0,2969.8262577608007
345.0,4224.624002121957
346.0,2737.035684938306
347.0,1737.461506359733
348.0,3401.4872661727045
349.0,2420.4954940648686
350.0,3078.4554306797168
351.0,3713.926455281746
352.0,2794.448203087742
353.0,3322.790145781914
354.0,3207.724452256119
355.0,2873.830415034186
356.0,2947.6783963232183
357.0,3992.0949217974635
358.0,3319.4042451708465
359.0,2099.524115447036
360.0,3294.721417051989
361.0,2492.5222073480327
362.0,2828.3042803897315
363.0,4325.886095686994
364.0,2709.6535430675312
365.0,3139.232540363691
366.0,3034.158647321736
367.0,1695.3643845535394
368.0,3437.3181685457994
369.0,4290.847958841263
370.0,3199.575157858989
371.0,4270.270070450754
372.0,2883.560380532314
373.0,1755.8263416574034
374.0,3223.5643263527227
375.0,4667.428983800448
376.0,3705.8193814647298
377.0,3241.5898648952907
378.0,2881.4377888647946
379.0,2410.3039925883395
380.0,3198.391707075402
381.0,4098.990657193648
382.0,3206.319000000809
383.0,3251.6234708503953
384.0,3487.5913373491053
385.0,3038.6323017261334
386.0,2908.7478137706303
387.0,4562.154939444806
388.0,2901.147778439657
389.0,3612.0062845500693
390.0,3210.884645243954
391.0,2056.2607510218677
392.0,3648.5532441860346
393.0,4109.919764872775
394.0,3075.7458189861604
395.0,3107.8403379581796
396.0,3532.4547292718416
397.0,3400.455385501322
398.0,3501.1980071454914
399.0,4746.543705819782
400.0,3294.453872180902
401.0,2935.04767629417
402.0,3456.6138354087734
403.0,2370.9608160149523
404.0,3338.1598936617097
405.0,4605.22061929674
406.0,3640.7082660831675
407.0,3845.827470541575
408.0,3751.3631740535884
409.0,3216.9218398434273
410.0,3516.2156531670894
411.0,4212.488460376044
412.0,3903.7652577623658
413.0,4629.6558146385805
414.0,3838.002981072524
415.0,3339.511826214527
416.0,3297.604572160941
417.0,5036.642367486202
418.0,3187.517863106383
419.0,2483.6643958543627
420.0,3567.3315413045766
421.0,3616.4685288652654
422.0,4102.022053792703
423.0,4546.708917868517
424.0,4231.900301371597
425.0,3303.7593736933236
426.0,3655.3263451785037
427.0,4317.029878631066
428.0,3585.810755659162
429.0,5035.926732719314
430.0,3930.841734150951
431.0,3531.7837037303802
432.0,3935.3344415146967
433.0,3207.014527060603
434.0,3855.6826090577615
435.0,4413.440913987183
436.0,3437.42988869757
437.0,3570.846138075867
438.0,3497.028296899944
439.0,3870.966640623111
440.0,3408.1629644715567
441.0,5187.165306002793
442.0,3894.043362913859
443.0,3243.201124646469
444.0,4027.6321404796954
445.0,3899.302235377302
446.0,4026.3728204429176
447.0,5196.416334443087
448.0,4322.580491423311
449.0,4322.921402053939
450.0,4191.883922207314
451.0,5156.261740919143
452.0,3734.3826424333374
453.0,5274.72900857858
454.0,3964.401328125423
455.0,3820.6867684159615
456.0,3635.8020595159023
457.0,4296.47722791289
458.0,3797.4913418761175
459.0,4983.790283145175
460.0,4040.8072387196717
461.0,3588.801048137115
462.0,3666.123890725092
463.0,4418.385894483778
464.0,4531.903723061
465.0,5418.639011982945
466.0,3986.9281164906533
467.0,4249.860511924862
468.0,4170.854708353639
469.0,4865.821446305046
470.0,4335.492944099686
471.0,4811.830914461223
472.0,4398.404820373044
473.0,5499.081873289808
474.0,4187.163002595078
475.0,4718.360470752688
476.0,4145.176047042349
477.0,5625.950261928219
478.0,4082.134814268381
479.0,3880.8355658861087
480.0,4787.3227384015245
481.0,4140.087697532939
482.0,4797.355182396631
483.0,5067.0021982567305
484.0,3913.3410667679486
485.0,4056.43269979152
486.0,4140.125560767253
487.0,3780.1456366685334
488.0,4484.080834764293
489.0,5053.926745122378
490.0,4428.529735322071
491.0,3562.4573718493557
492.0,4106.33764616903
493.0,4425.297284658907
494.0,4477.557427877662
495.0,5201.4815014215665
496.0,4944.201571986715
497.0,4987.325678879013
498.0,4270.05801455736
499.0,3798.4214482844723
500.0,4235.22306469734
501.0,5671.424265330213
502.0,4635.1541462954765
503.0,4169.416244469595
504.0,4206.697274562765
505.0,4368.788160643016
506.0,4141.783456430014
507.0,5291.968978273793
508.0,4424.661417444608
509.0,4861.585442473537
510.0,4828.859466783821
511.0,5290.661115489173
512.0,4277.219244977271
513.0,5223.1250341194545
514.0,4525.488062724099
515.0,4702.935903252168
516.0,4845.922232105131
517.0,5276.380978040552
518.0,4397.677225012811
519.0,5608.090279945029
520.0,4669.807926374727
521.0,4549.24645172457
522.0,5034.334094751171
523.0,3573.746857915573
524.0,5070.709698551606
525.0,5791.890509800641
526.0,4311.7988005611
527.0,5087.802219683481
528.0,4433.155965687913
529.0,4239.911471467707
530.0,4868.018171246353
531.0,5716.424622157652
532.0,4569.026828751487
533.0,3551.3280812943444
534.0,4764.13144944758
535.0,5158.434030559902
536.0,4431.658904722408
537.0,5409.437908056275
538.0,4964.529778792607
539.0,5412.486158978545
540.0,4571.09225410344
541.0,3948.5197991541545
542.0,5326.895539801699
543.0,6054.680480811268
544.0,4852.737016763
545.0,4745.616261537264
546.0,4547.260081733504
547.0,4701.005782190532
548.0,5272.497535006574
549.0,6170.397911409284
550.0,5457.346239057099
551.0,3839.8682809741294
552.0,5341.807912101688
553.0,6060.354456505982
554.0,4554.533760702029
555.0,6040.352755509696
556.0,5281.086247480344
557.0,5391.8302883687875
558.0,4738.641593297344
559.0,5525.0692990345215
560.0,5285.788038347821
561.0,6445.633312286632
562.0,4776.128182385899
563.0,4169.984019064287
564.0,4965.693226541617
565.0,4961.565558287766
566.0,5429.52737255377
567.0,5786.971929653904
568.0,5395.643410743269
569.0,5656.062629985835
570.0,4776.307447154083
571.0,3910.6829055771614
572.0,5514.557109158356
573.0,6342.538536322425
574.0,5498.981391586098
575.0,5479.327275690153
576.0,5340.560599898433
577.0,4052.805657278425
578.0,5038.906084771374
579.0,6325.7932195329695
580.0,4974.980511464534
581.0,6000.327932226272
582.0,5260.2149097918655
583.0,6463.648851351272
584.0,5088.05050242113
585.0,6457.79639355995
586.0,5817.049163614658
587.0,5699.012604684487
588.0,5512.039531664479
589.0,5235.0419126837805
590.0,5738.131595872858
591.0,6730.4120456417395
592.0,5566.781592556715
593.0,4777.549759294946
594.0,5189.627636772596
595.0,5514.522146723058
596.0,4971.52837147739
597.0,6061.577175251723
598.0,5405.762477546361
599.0,4638.027903533454
600.0,5554.878620972084
601.0,5268.237895787859
602.0,5790.531382871883
603.0,6726.863383227903
604.0,6034.93598737903
605.0,5665.013275497482
606.0,5130.129166027662
607.0,5902.627302029853
608.0,5763.4832310653055
609.0,6146.690658067994
610.0,5543.6548634243545
611.0,5081.9589188498485
612.0,5824.455761777259
613.0,4592.768393097587
614.0,5882.765690066185
615.0,6966.04374473511
616.0,5426.002339174751
617.0,4905.225492516785
618.0,5309.527386648536
619.0,4608.295135119808
620.0,6016.438235381139
621.0,6360.220928408039
622.0,5432.510660298176
623.0,6388.884684338937
624.0,5741.5390083486145
625.0,6133.323905782891
626.0,6141.624654840901
627.0,6699.230263292361
628.0,5893.152301514555
629.0,4375.640474986436
630.0,5541.784289387682
631.0,5706.532504589181
632.0,6120.431003762605
633.0,6603.1527029242625
634.0,5795.84740964495
635.0,5975.27950191288
636.0,6054.8187198563
637.0,6298.807070793314
638.0,5676.759589276878
639.0,6513.799082398655
640.0,5466.481150695928
641.0,6238.491787838363
642.0,5458.674318059484
643.0,5291.746193138686
644.0,5805.204006791434
645.0,7048.153273199589
646.0,5746.81469230326
647.0,6365.177010767097
648.0,6312.673620534209
649.0,7391.909563684354
650.0,5756.979357880901
651.0,7290.714014013932
652.0,6262.740504826986
653.0,5181.81784239691
654.0,6264.264217573722
655.0,5635.239896475681
656.0,6245.099053184265
657.0,7258.570473960032
658.0,6488.847581635679
659.0,5665.135596144108
660.0,6382.628620979137
661.0,5186.223838452165
662.0,5756.7529156277
663.0,6953.179663039075
664.0,6616.835674559952
665.0,6323.07496137702
666.0,6005.9307389519045
667.0,6239.444347074592
668.0,6035.990080253953
669.0,6741.330679818426
670.0,6467.289595791616
671.0,7312.487730542673
672.0,6249.478383928099
673.0,5470.106157072261
674.0,6027.445003335145
675.0,7149.06142796643
676.0,6407.055098951241
677.0,5678.221255503095
678.0,5820.222625146343
679.0,7225.635679687262
680.0,6480.414130163669
681.0,7391.825555756
682.0,6058.753879558289
683.0,5924.222641896626
684.0,6781.54095833019
685.0,6310.081395488184
686.0,6258.429041174322
687.0,7209.2248025579365
688.0,6033.157878927034
689.0,5454.125186692564
690.0,6071.110646913675
691.0,6458.455506825562
692.0,6845.181566137562
693.0,7329.973450163508
694.0,6649.429447209657
695.0,6951.564612704114
696.0,6094.273266511584
697.0,5962.308882574119
698.0,6372.10994972662
699.0,7695.262469884958
700.0,6479.488776766993
701.0,5239.563854504906
702.0,6168.645398772511
703.0,5299.379448346408
704.0,6942.58059045079
705.0,7395.278476694801
706.0,6942.773033367876
707.0,7528.813043779742
708.0,6292.145358567109
709.0,5435.682354520542
710.0,6436.282908024227
711.0,7712.239841300435
712.0,6981.213569446941
713.0,5690.213677716374
714.0,6863.926561948404
715.0,6318.189321366737
716.0,6995.211233232042
717.0,7627.213595543278
718.0,7173.503553019721
719.0,5737.141543428445
720.0,6584.389898761675
721.0,7599.533322183545
722.0,6508.841908059814
723.0,7495.861941500626
724.0,6828.112769896721
725.0,7128.424468567263
726.0,6685.691998400324
727.0,5733.0878022813495
728.0,6491.5824765414445
729.0,7944.994553710707
730.0,6811.374058648335
731.0,6327.283072748776
732.0,7241.748765574502
733.0,6357.703104438043
734.0,7255.008074063
735.0,7517.383240536216
736.0,6568.859999907494
737.0,8781.792555538022
738.0,6384.402441173073
739.0,6071.88275965128
740.0,6931.806641791617
741.0,8293.573804136404
742.0,6708.417008968977
743.0,6643.665662726011
744.0,6776.163078845205
745.0,6484.797002273952
746.0,6910.693678695124
747.0,7990.884965860491
748.0,7272.581647760604
749.0,8042.851915371143
750.0,6598.734449128382
751.0,7333.48513158735
752.0,6619.092222077185
753.0,8189.718732282054
754.0,7172.107110138739
755.0,7474.325879881726
756.0,7210.1095735665285
757.0,7264.47696503328
758.0,6843.002717296957
759.0,8050.352435140193
760.0,7409.502737359234
761.0,6448.6323699894
762.0,7138.462123404432
763.0,8099.6872953218235
764.0,6800.653504879939
765.0,8513.3114104672
766.0,7400.970731930719
767.0,7232.270149534763
768.0,7478.577682330762
769.0,7007.2622746761235
770.0,7636.180018171527
771.0,8245.822390664413
772.0,7411.097724682881
773.0,6695.389532386207
774.0,7339.654556871747
775.0,7326.213251229301
776.0,7557.473464641454
777.0,8361.192532633326
778.0,7044.052477394848
779.0,7097.405830377392
780.0,7613.232823057798
781.0,9191.047631523472
782.0,6859.502279360179
783.0,7850.008630380697
784.0,7772.432663214333
785.0,7027.593527654039
786.0,7665.209747759753
787.0,6092.627843698238
788.0,7237.546074581364
789.0,8160.7040981696455
790.0,7775.444955991415
791.0,8442.569453232663
792.0,6990.882172357656
793.0,6165.59646744594
794.0,7418.030034184983
795.0,8190.178808940409
796.0,7769.067054949533
797.0,7931.811288554333
798.0,7132.342113992208
799.0,6661.048889485619
800.0,7914.572559950593
801.0,8322.366156253212
802.0,7838.111690656749
803.0,8842.409173794766
804.0,7981.3307918290475
805.0,8064.680877240966
806.0,7931.798682606346
807.0,8802.76011865507
808.0,7790.871507741486
809.0,8003.7540437685675
810.0,7707.959156917743
811.0,7321.752944481373
812.0,7414.5069274740545
813.0,8681.508394692422
814.0,7636.3663105510595
815.0,7947.822066288581
816.0,7874.625774553395
817.0,6522.071696713017
818.0,7515.6857805868485
819.0,8755.675003839468
820.0,7772.979921359853
821.0,7377.466524263976
822.0,7847.180420805154
823.0,8209.043368809162
824.0,8116.966875971423
825.0,8333.551115603463
826.0,7380.040537251556
827.0,7254.537191067576
828.0,7423.644135003093
829.0,7329.577104870909
830.0,8249.646078647393
831.0,8624.734225010352
832.0,7929.844157600081
833.0,9074.888841880866
834.0,7863.165363579411
835.0,7427.550312052919
836.0,7468.585084177401
837.0,9320.699035912938
838.0,7560.885335584986
839.0,6986.491402590826
840.0,7749.9992408589615
841.0,6970.614764743465
842.0,8088.562776669718
843.0,9385.824328910727
844.0,7832.348734764391
845.0,8369.633165154088
846.0,8154.2817453873895
847.0,8965.682680384938
848.0,7518.152427848387
849.0,9076.722564839156
850.0,8372.949204119903
851.0,8075.878000246093
852.0,8043.493863161335
853.0,6908.405377127461
854.0,8527.242483742184
855.0,9294.72414994738
856.0,8469.92968418628
857.0,7837.2659649110765
858.0,8449.335492402763
859.0,8309.350911280597
860.0,7945.145713204438
861.0,9184.281435216704
862.0,8193.011011265544
863.0,6992.835832033861
864.0,8332.098845392471
865.0,8426.748174038588
866.0,7908.7798033351855
867.0,9541.097543827982
868.0,7757.945868320606
869.0,9687.765476956352
870.0,8154.739953404466
871.0,6898.819140783597
872.0,8193.35337511486
873.0,9286.224192223504
874.0,8021.884969765303
875.0,8167.291276385943
876.0,7905.403302248898
877.0,7243.280034781702
878.0,8235.116705218283
879.0,8833.987516809642
880.0,8682.186365374848
881.0,7610.488452569333
882.0,7878.577843552732
883.0,7553.607990692453
884.0,8287.468541321252
885.0,9549.610452557557
886.0,8245.818731967836
887.0,8195.059992700282
888.0,8540.585760604374
889.0,9603.129640451984
890.0,8519.577672464791
891.0,9792.633766865905
892.0,8753.141420107662
893.0,8681.99275891679
894.0,8642.50375162577
895.0,8963.475325856427
896.0,8123.236651152243
897.0,9322.74243385973
898.0,8339.655404167577
899.0,8504.35884502844
900.0,8414.19026165416
901.0,8377.984652427196
902.0,8791.296390374166
903.0,9577.295182912636
904.0,8425.185701250735
905.0,8665.007982859788
906.0,9060.944826726609
907.0,8328.15430637205
908.0,8285.882428985778
909.0,9766.122813539685
910.0,8297.240314005532
911.0,8095.860044448589
912.0,8718.782980293221
913.0,10470.770778029106
914.0,9041.507544658638
915.0,9934.910450278163
916.0,8190.195550368669
917.0,9795.208572711928
918.0,8637.067391746243
919.0,7298.660241777167
920.0,8372.868125566172
921.0,9735.226556191266
922.0,8932.767249998757
923.0,8660.919254310884
924.0,9146.72722783779
925.0,8800.370430038647
926.0,9031.842154065545
927.0,9817.939958254525
928.0,9117.850068637428
929.0,8695.536034111992
930.0,9038.493911176633
931.0,10050.74765284896
932.0,8696.232295059883
933.0,9343.368214664953
934.0,8725.890607923999
935.0,8981.958855819305
936.0,9154.792805958443
937.0,8485.03722025206
938.0,8592.796513749938
939.0,10329.455847678304
940.0,8649.115442087208
941.0,9338.075513717544
942.0,9088.48285532324
943.0,9245.795209680715
944.0,8861.077256715615
945.0,9452.856976295789
946.0,8968.244424651526
947.0,9405.951126349224
948.0,9240.64972325596
949.0,8885.729087406873
950.0,9314.159968890604
951.0,10192.30417671523
952.0,9232.128647750984
953.0,7671.345226164929
954.0,9133.367262218595
955.0,9159.258992482008
956.0,9310.349012368855
957.0,10395.3635976151
958.0,9281.560812044077
959.0,10092.101777787633
960.0,8763.291289850727
961.0,8860.332488954422
962.0,9120.893535860872
963.0,10414.043710925644
964.0,9278.006907952187
965.0,8860.993252728096
966.0,9215.222172645832
967.0,7806.572948153301
968.0,9319.89531262825
969.0,9701.97766829648
970.0,9014.975345342704
971.0,8711.910593728058
972.0,9141.355298726929
973.0,10247.583507995067
974.0,9576.639976540911
975.0,10057.879598657826
976.0,9227.623509640549
977.0,9421.591837877417
978.0,9007.456770599236
979.0,10763.92286992256
980.0,8966.00548082575
981.0,10773.348699628072
982.0,9457.854804064047
983.0,9563.513525393812
984.0,9820.098963687937
985.0,9846.174875873356
986.0,9758.16155770453
987.0,10070.594039423737
988.0,9184.057266393338
989.0,8371.819811150299
990.0,9338.107453782073
991.0,9535.439110239384
992.0,9181.064653251655
993.0,10817.116656683793
994.0,9341.79742274917
995.0,9928.845996984823
996.0,9389.375639241165
997.0,8736.854911507215
998.0,9427.99284814616
999.0,10446.519743646584
