feature1,feature2
902.0,8791.296390374166
954.0,9133.367262218597
481.0,4140.087697532939
833.0,9074.888841880866
656.0,6245.099053184265
252.0,2349.112973818964
642.0,5458.674318059484
276.0,2247.2918213871303
311.0,1441.7586028566614
361.0,2492.522207348033
597.0,6061.577175251722
265.0,2191.0577037491194
559.0,5525.0692990345215
89.0,521.8996774803596
350.0,3078.4554306797168
662.0,5756.7529156277005
96.0,135.38584194528792
615.0,6966.04374473511
704.0,6942.58059045079
644.0,5805.204006791434
640.0,5466.481150695928
962.0,9120.893535860872
68.0,153.13044002398718
454.0,3964.401328125423
492.0,4106.3376461690295
663.0,6953.1796630390745
904.0,8425.185701250735
684.0,6781.540958330191
158.0,926.3209435285451
127.0,1240.1333996714309
957.0,10395.3635976151
156.0,1450.7095896662834
697.0,5962.308882574119
147.0,1840.8281850007334
250.0,2006.2627758083
163.0,50.97783262085932
27.0,674.3678653544154
726.0,6685.691998400323
576.0,5340.560599898433
349.0,2420.495494064869
689.0,5454.125186692564
530.0,4868.018171246353
655.0,5635.239896475681
584.0,5088.05050242113
813.0,8681.508394692422
518.0,4397.6772250128115
280.0,1926.5404436740246
947.0,9405.951126349224
337.0,2982.6893373703065
671.0,7312.4877305426735
405.0,4605.220619296741
183.0,2226.413481304261
294.0,2759.1192236856555
249.0,2822.96254911038
386.0,2908.7478137706303
101.0,197.29926561835785
629.0,4375.640474986436
157.0,1206.6324414339642
845.0,8369.633165154088
450.0,4191.883922207314
595.0,5514.522146723058
763.0,8099.687295321823
419.0,2483.664395854363
608.0,5763.483231065306
25.0,66.58273585454123
193.0,853.9893484377246
286.0,2397.829792753837
674.0,6027.445003335145
871.0,6898.8191407835975
473.0,5499.081873289809
174.0,1615.1983197112504
495.0,5201.4815014215665
139.0,588.8979543841351
423.0,4546.708917868516
627.0,6699.230263292361
45.0,1441.7001049765215
933.0,9343.368214664952
831.0,8624.734225010352
641.0,6238.491787838363
353.0,3322.790145781914
380.0,3198.3917070754023
545.0,4745.616261537264
18.0,-335.55736254651976
51.0,1076.1920628691703
88.0,176.01695186880616
658.0,6488.847581635679
699.0,7695.262469884959
864.0,8332.098845392471
443.0,3243.201124646469
462.0,3666.123890725092
229.0,1660.2020868502843
526.0,4311.7988005611
134.0,1181.7101215261634
857.0,7837.265964911076
773.0,6695.389532386207
266.0,2307.829637340581
793.0,6165.59646744594
710.0,6436.282908024227
205.0,1956.8618558275466
528.0,4433.1559656879135
621.0,6360.22092840804
54.0,-233.6771931702494
525.0,5791.890509800641
394.0,3075.7458189861604
912.0,8718.782980293221
739.0,6071.882759651279
308.0,2959.1746803458177
694.0,6649.429447209657
631.0,5706.5325045891805
461.0,3588.801048137115
748.0,7272.581647760604
562.0,4776.128182385899
17.0,-1319.9844497629379
807.0,8802.760118655071
508.0,4424.661417444609
994.0,9341.79742274917
264.0,2642.696765533061
721.0,7599.533322183545
535.0,5158.434030559902
695.0,6951.564612704114
989.0,8371.819811150299
191.0,1836.6018691724005
187.0,1480.5806888149664
709.0,5435.682354520542
485.0,4056.4326997915205
498.0,4270.05801455736
326.0,2890.996789329067
527.0,5087.802219683481
860.0,7945.145713204439
123.0,1535.6143130252165
99.0,1761.0040778713508
76.0,-1.3153985627142264
680.0,6480.414130163669
869.0,9687.765476956352
452.0,3734.3826424333374
318.0,3083.78861743497
148.0,1218.4726706537026
938.0,8592.796513749938
874.0,8021.884969765303
56.0,207.08117386892812
503.0,4169.416244469595
277.0,2499.8692168174944
71.0,161.2471753720823
122.0,285.23245139034617
178.0,826.3726045520648
144.0,910.0150785111833
744.0,6776.163078845205
78.0,202.76229177958197
632.0,6120.431003762605
292.0,2447.496880964401
203.0,2156.782201739545
459.0,4983.790283145175
342.0,2440.491347052135
648.0,6312.673620534209
592.0,5566.781592556715
567.0,5786.971929653904
836.0,7468.585084177401
817.0,6522.071696713017
293.0,1539.8482740019022
58.0,361.5785787180548
796.0,7769.067054949533
290.0,2114.3989028893334
204.0,1538.576153188846
108.0,530.1612832985206
990.0,9338.107453782071
499.0,3798.4214482844723
110.0,351.82978710840155
189.0,2030.6869733487488
696.0,6094.273266511585
253.0,2396.344217282837
898.0,8339.655404167577
840.0,7749.999240858962
192.0,1835.090238736259
48.0,-444.4271479427661
24.0,-605.2982807892379
774.0,7339.6545568717465
998.0,9427.99284814616
236.0,1573.6913838776404
764.0,6800.653504879939
630.0,5541.784289387682
771.0,8245.822390664413
561.0,6445.633312286632
506.0,4141.783456430014
572.0,5514.557109158356
267.0,3521.805744151229
479.0,3880.835565886109
215.0,1206.9702642201967
351.0,3713.9264552817463
789.0,8160.704098169645
685.0,6310.081395488183
510.0,4828.859466783821
118.0,1095.0597105011757
966.0,9215.222172645832
100.0,979.3248647979373
634.0,5795.84740964495
467.0,4249.860511924862
304.0,3040.659079922211
141.0,1409.9387901794512
609.0,6146.690658067994
316.0,2650.8812959473416
717.0,7627.213595543278
907.0,8328.15430637205
702.0,6168.645398772511
955.0,9159.258992482008
747.0,7990.88496586049
581.0,6000.327932226272
321.0,3893.363427522832
104.0,339.2034235401915
258.0,2145.9067037201053
826.0,7380.040537251556
714.0,6863.926561948405
379.0,2410.3039925883395
743.0,6643.665662726011
830.0,8249.646078647393
766.0,7400.970731930719
701.0,5239.563854504906
524.0,5070.7096985516055
274.0,2136.5786095849107
28.0,-624.7714180766483
716.0,6995.211233232042
935.0,8981.958855819305
36.0,-45.77392020534114
515.0,4702.935903252168
11.0,68.97663408639002
211.0,1323.6792191754996
339.0,3909.5104706766906
46.0,-100.93903919314316
936.0,9154.792805958443
646.0,5746.814692303261
805.0,8064.680877240966
165.0,2315.7879184263597
919.0,7298.660241777166
200.0,1182.5326849447001
315.0,3458.9909194949364
376.0,3705.8193814647298
626.0,6141.624654840901
484.0,3913.341066767949
402.0,3456.6138354087734
63.0,1232.1513717600603
97.0,-38.30887815527251
934.0,8725.890607923999
542.0,5326.8955398017
38.0,-116.50365333236557
210.0,1889.3417695744051
149.0,733.3615240517023
345.0,4224.624002121956
478.0,4082.1348142683805
866.0,7908.7798033351855
138.0,390.8303135006472
700.0,6479.488776766993
67.0,-452.8115505903575
886.0,8245.818731967836
926.0,9031.842154065544
251.0,2061.9744900577584
779.0,7097.405830377393
548.0,5272.497535006574
781.0,9191.047631523472
770.0,7636.180018171527
482.0,4797.355182396631
623.0,6388.8846843389365
93.0,1394.8870963981408
87.0,1285.338167954183
746.0,6910.693678695125
728.0,6491.582476541445
371.0,4270.270070450753
993.0,10817.116656683791
214.0,2133.251911781486
0.0,-677.5354999437562
777.0,8361.192532633326
222.0,1938.7309914606424
370.0,3199.5751578589893
616.0,5426.002339174751
336.0,3154.7843531346284
865.0,8426.748174038588
69.0,857.2635613025544
7.0,1061.591884573215
170.0,1652.1454465188697
120.0,338.45891329621355
430.0,3930.8417341509507
344.0,2969.8262577608007
35.0,-244.72643609147775
783.0,7850.0086303806975
475.0,4718.360470752688
974.0,9576.639976540911
829.0,7329.577104870909
330.0,2744.4345990091283
571.0,3910.6829055771614
636.0,6054.8187198563
906.0,9060.944826726607
19.0,-260.6929279396461
539.0,5412.486158978545
618.0,5309.527386648536
669.0,6741.330679818427
558.0,4738.641593297344
841.0,6970.6147647434655
737.0,8781.792555538022
775.0,7326.2132512293
487.0,3780.145636668533
357.0,3992.094921797464
164.0,1198.6782252263365
937.0,8485.03722025206
729.0,7944.994553710707
975.0,10057.879598657826
407.0,3845.8274705415747
233.0,2045.697303177897
761.0,6448.632369989399
172.0,1522.4339871002885
228.0,2109.7758902800288
34.0,130.39115717689788
849.0,9076.722564839156
278.0,2609.3100347352515
74.0,591.9836194269496
299.0,2907.2143417409593
790.0,7775.444955991415
404.0,3338.1598936617097
509.0,4861.585442473537
523.0,3573.746857915573
556.0,5281.086247480344
42.0,-315.41852541753946
722.0,6508.841908059814
798.0,7132.342113992208
952.0,9232.128647750984
986.0,9758.16155770453
794.0,7418.0300341849825
513.0,5223.1250341194545
237.0,2942.245325507961
389.0,3612.006284550069
212.0,1381.1499543169007
65.0,173.51503169341726
132.0,370.09500406728455
29.0,288.0385441266737
64.0,-77.86002791629284
335.0,3355.0869266411823
472.0,4398.404820373044
650.0,5756.979357880901
873.0,9286.224192223503
219.0,2372.017007174206
820.0,7772.9799213598535
511.0,5290.661115489173
124.0,585.6876275586208
465.0,5418.639011982945
788.0,7237.546074581363
6.0,-90.08162648127443
797.0,7931.811288554333
57.0,1099.663795032868
476.0,4145.17604704235
537.0,5409.437908056275
466.0,3986.928116490653
517.0,5276.380978040552
679.0,7225.635679687262
522.0,5034.3340947511715
884.0,8287.468541321252
635.0,5975.27950191288
827.0,7254.537191067576
434.0,3855.682609057761
599.0,4638.027903533454
288.0,1956.7813466407897
736.0,6568.859999907494
259.0,3394.3899227972597
83.0,-545.8507999760964
668.0,6035.990080253952
823.0,8209.043368809163
557.0,5391.8302883687875
808.0,7790.871507741485
727.0,5733.08780228135
22.0,-389.47752947985146
435.0,4413.440913987183
367.0,1695.3643845535394
55.0,-389.1523889363312
613.0,4592.768393097587
254.0,2337.524414840785
471.0,4811.830914461223
861.0,9184.281435216704
708.0,6292.14535856711
660.0,6382.628620979137
752.0,6619.092222077185
15.0,760.7186435308697
661.0,5186.223838452165
705.0,7395.278476694801
62.0,367.46524508770483
959.0,10092.101777787631
883.0,7553.607990692452
657.0,7258.570473960031
333.0,3718.493747211322
552.0,5341.807912101688
306.0,2850.161190766098
248.0,1614.0887447908535
953.0,7671.345226164929
602.0,5790.531382871884
675.0,7149.06142796643
460.0,4040.807238719672
977.0,9421.591837877415
565.0,4961.565558287766
893.0,8681.992758916791
425.0,3303.759373693324
117.0,2086.635137249709
961.0,8860.332488954422
603.0,6726.863383227903
231.0,2756.913251741411
480.0,4787.322738401525
550.0,5457.346239057099
238.0,1657.5224913507354
896.0,8123.236651152242
624.0,5741.5390083486145
323.0,2735.5540067190664
145.0,1378.9209740694794
816.0,7874.625774553395
297.0,3904.430191679208
403.0,2370.9608160149523
279.0,2820.145579401807
421.0,3616.4685288652654
647.0,6365.177010767097
190.0,907.7801845652783
772.0,7411.097724682881
275.0,2459.5666607908124
137.0,451.3252109377536
804.0,7981.330791829046
960.0,8763.291289850727
521.0,4549.246451724571
66.0,-295.95010170559317
738.0,6384.4024411730725
965.0,8860.993252728096
890.0,8519.577672464791
168.0,861.5019770336379
332.0,2334.256899593449
317.0,2073.24664859102
815.0,7947.8220662885815
854.0,8527.242483742184
633.0,6603.1527029242625
915.0,9934.910450278165
385.0,3038.632301726133
923.0,8660.919254310884
347.0,1737.461506359733
3.0,418.0631517484489
795.0,8190.178808940409
943.0,9245.795209680717
397.0,3400.455385501322
154.0,1008.4086808003864
166.0,1179.5399955297364
282.0,2446.8414403498714
992.0,9181.064653251657
619.0,4608.295135119808
844.0,7832.34873476439
847.0,8965.682680384938
52.0,-98.22169994916193
730.0,6811.3740586483345
489.0,5053.926745122378
601.0,5268.237895787859
706.0,6942.7730333678755
617.0,4905.225492516785
327.0,3948.9196951423824
786.0,7665.209747759754
362.0,2828.3042803897315
682.0,6058.753879558289
314.0,2281.006654508355
672.0,6249.478383928099
533.0,3551.3280812943444
659.0,5665.135596144108
972.0,9141.355298726927
687.0,7209.224802557936
639.0,6513.799082398655
853.0,6908.405377127461
359.0,2099.524115447036
801.0,8322.366156253212
331.0,2311.6195886833525
426.0,3655.326345178504
913.0,10470.770778029106
879.0,8833.987516809642
776.0,7557.473464641454
531.0,5716.424622157652
378.0,2881.437788864794
115.0,608.1157209585418
388.0,2901.147778439657
416.0,3297.604572160941
446.0,4026.3728204429176
707.0,7528.813043779743
980.0,8966.00548082575
303.0,3309.2783425817156
585.0,6457.79639355995
50.0,71.76943798170511
32.0,-248.75070364221986
295.0,2548.823221237535
555.0,6040.352755509696
455.0,3820.6867684159615
878.0,8235.116705218283
818.0,7515.6857805868485
541.0,3948.5197991541545
927.0,9817.939958254525
500.0,4235.22306469734
855.0,9294.724149947378
897.0,9322.74243385973
239.0,996.0485362029362
982.0,9457.854804064047
851.0,8075.878000246093
643.0,5291.746193138686
129.0,1864.9551209112492
340.0,2826.9548232429515
891.0,9792.633766865905
369.0,4290.847958841263
438.0,3497.028296899944
931.0,10050.74765284896
652.0,6262.740504826986
554.0,4554.533760702029
261.0,2806.9165870775373
463.0,4418.385894483778
451.0,5156.261740919143
568.0,5395.643410743269
220.0,1714.4222693170364
538.0,4964.5297787926065
822.0,7847.1804208051535
121.0,412.56979906019126
256.0,2474.331230656501
432.0,3935.334441514697
778.0,7044.052477394847
30.0,-610.6537418712977
570.0,4776.307447154083
181.0,36.1886386895676
384.0,3487.5913373491053
92.0,401.7673163816314
474.0,4187.163002595078
227.0,2175.6522475770407
497.0,4987.325678879013
309.0,3266.818741233825
90.0,616.9434617848701
356.0,2947.6783963232183
850.0,8372.949204119903
740.0,6931.806641791617
184.0,879.0068834278097
355.0,2873.830415034186
224.0,1776.473581230795
234.0,1618.2547996060016
415.0,3339.511826214527
1.0,-973.1808334350212
395.0,3107.84033795818
589.0,5235.041912683781
398.0,3501.1980071454914
84.0,-12.761704130207695
692.0,6845.181566137562
534.0,4764.13144944758
496.0,4944.201571986715
837.0,9320.699035912938
131.0,137.77793913220106
13.0,124.11334425779651
566.0,5429.52737255377
324.0,2291.421758256995
399.0,4746.543705819782
85.0,318.7222386724825
903.0,9577.295182912636
10.0,-339.4699389283441
41.0,-1555.6713432252805
868.0,7757.945868320606
811.0,7321.752944481374
483.0,5067.00219825673
504.0,4206.6972745627645
20.0,-588.4382176386839
153.0,1891.2356614791167
232.0,2034.9229571304966
44.0,185.16343480058597
39.0,1138.0391650536515
16.0,-73.96324592699887
724.0,6828.112769896721
725.0,7128.424468567263
768.0,7478.5776823307615
80.0,524.8459271617804
114.0,953.8575390541394
983.0,9563.513525393812
858.0,8449.335492402763
859.0,8309.350911280597
49.0,613.1148317711973
477.0,5625.950261928219
31.0,-1064.994696603106
951.0,10192.30417671523
824.0,8116.966875971423
872.0,8193.353375114859
949.0,8885.729087406873
160.0,1466.2744632568215
9.0,774.3661450394019
803.0,8842.409173794766
664.0,6616.835674559952
119.0,1598.7737108646893
819.0,8755.675003839468
72.0,612.3520525362386
867.0,9541.097543827982
494.0,4477.557427877662
651.0,7290.714014013932
146.0,906.5642250445088
863.0,6992.835832033861
216.0,1618.0230590657113
319.0,3297.4669945191044
230.0,1718.5895466471295
587.0,5699.012604684487
834.0,7863.16536357941
780.0,7613.232823057798
676.0,6407.055098951241
719.0,5737.1415434284445
322.0,2916.9475617528483
895.0,8963.475325856427
870.0,8154.739953404466
978.0,9007.456770599236
922.0,8932.767249998757
802.0,7838.1116906567495
424.0,4231.900301371597
809.0,8003.754043768566
152.0,635.505117267582
195.0,2922.7893619800157
924.0,9146.727227837791
899.0,8504.35884502844
792.0,6990.882172357657
691.0,6458.455506825561
79.0,55.894755307727344
268.0,1804.6153124892944
442.0,3894.0433629138593
387.0,4562.154939444806
310.0,2760.813688038637
950.0,9314.159968890604
440.0,3408.162964471557
273.0,3216.791946886591
226.0,2176.2735392677873
307.0,3008.386503577949
686.0,6258.429041174322
812.0,7414.506927474054
940.0,8649.115442087208
257.0,1713.8451711889936
77.0,1281.8892137654284
628.0,5893.152301514555
105.0,1477.611444389451
620.0,6016.438235381139
408.0,3751.363174053589
670.0,6467.289595791616
941.0,9338.075513717544
464.0,4531.903723061
900.0,8414.19026165416
610.0,5543.6548634243545
449.0,4322.921402053939
782.0,6859.502279360179
43.0,-902.399326659498
206.0,1557.4655750624302
23.0,-1555.6856182096633
596.0,4971.5283714773905
625.0,6133.3239057828905
488.0,4484.080834764293
209.0,1732.7438501736656
586.0,5817.049163614658
37.0,-797.3829677946927
140.0,1276.4972145438255
109.0,189.0003120542864
979.0,10763.92286992256
197.0,1613.5060931439587
86.0,269.47537304943404
605.0,5665.013275497482
967.0,7806.572948153301
529.0,4239.911471467707
186.0,1342.3157452768114
673.0,5470.10615707226
505.0,4368.7881606430155
354.0,3207.7244522561186
594.0,5189.627636772596
583.0,6463.648851351272
876.0,7905.4033022488975
901.0,8377.984652427196
958.0,9281.560812044076
577.0,4052.8056572784253
996.0,9389.375639241165
418.0,3187.517863106383
843.0,9385.824328910727
325.0,2568.939075219409
218.0,2156.4487191426906
800.0,7914.572559950593
400.0,3294.453872180902
750.0,6598.734449128383
159.0,2024.5658911365986
976.0,9227.623509640549
946.0,8968.244424651526
720.0,6584.389898761675
637.0,6298.807070793314
997.0,8736.854911507216
882.0,7878.577843552732
985.0,9846.174875873356
208.0,2070.957765083377
745.0,6484.797002273951
427.0,4317.029878631066
383.0,3251.6234708503957
667.0,6239.444347074592
887.0,8195.059992700282
33.0,909.1236272719896
245.0,2403.438680555277
300.0,3001.136272019774
758.0,6843.002717296957
988.0,9184.057266393338
486.0,4140.125560767253
320.0,2878.2689791268017
846.0,8154.281745387389
828.0,7423.644135003094
894.0,8642.50375162577
377.0,3241.589864895291
578.0,5038.906084771374
759.0,8050.352435140193
285.0,3579.967766739674
765.0,8513.3114104672
733.0,6357.703104438043
910.0,8297.240314005532
130.0,865.1023242991472
757.0,7264.47696503328
392.0,3648.5532441860346
821.0,7377.466524263976
920.0,8372.868125566172
272.0,1844.970016611132
892.0,8753.141420107662
207.0,2187.1666561957813
116.0,250.71187771418388
167.0,1523.6030779173154
196.0,1276.9023900760644
540.0,4571.09225410344
799.0,6661.048889485619
95.0,1.9924438823815669
401.0,2935.04767629417
150.0,633.1578950854563
390.0,3210.884645243954
247.0,2071.8217846262755
532.0,4569.026828751486
856.0,8469.92968418628
161.0,2336.081866998913
4.0,-24.67760403649675
588.0,5512.039531664479
448.0,4322.580491423311
995.0,9928.845996984825
501.0,5671.424265330213
396.0,3532.4547292718416
102.0,200.44535643531108
173.0,555.8143191785372
287.0,3434.066815228593
948.0,9240.64972325596
368.0,3437.3181685457994
611.0,5081.958918849849
909.0,9766.122813539683
787.0,6092.627843698238
53.0,-259.5271427919914
649.0,7391.909563684354
433.0,3207.014527060603
666.0,6005.930738951905
731.0,6327.283072748775
543.0,6054.680480811268
128.0,588.3683272537352
767.0,7232.270149534763
665.0,6323.07496137702
334.0,2463.8075217218666
741.0,8293.573804136404
202.0,1741.2758825433584
391.0,2056.260751021868
911.0,8095.860044448589
125.0,1131.2782312689192
688.0,6033.157878927033
981.0,10773.348699628072
112.0,673.6928737160615
26.0,-505.427538096993
338.0,2453.633777315608
358.0,3319.4042451708465
151.0,1169.26013014614
875.0,8167.291276385944
698.0,6372.10994972662
98.0,125.11943782386366
591.0,6730.4120456417395
491.0,3562.457371849356
199.0,1537.4700327873304
754.0,7172.107110138739
944.0,8861.077256715615
718.0,7173.50355301972
289.0,1053.8498948174793
